Hubs		Lower bound		Best objective function
[0,7,9,12,19]		97158.6094902816		88389.52635078598
[0,7,9,13,14]		96608.85403707993		88389.52635078598
[0,7,9,13,15]		101926.2639840473		88389.52635078598
[0,7,9,13,16]		100093.2120291625		88389.52635078598
[0,7,9,13,17]		105423.74737324887		88389.52635078598
[0,7,9,13,18]		98407.62603957616		88389.52635078598
[0,7,9,13,19]		101604.72403750898		88389.52635078598
[0,7,9,14,15]		95940.30672787243		88389.52635078598
[0,7,9,14,16]		92183.13246426923		88389.52635078598
[0,7,9,14,17]		98024.45538888883		88389.52635078598
[0,7,9,14,18]		90318.81240413644		88389.52635078598
[0,7,9,14,19]		94188.02733122485		88389.52635078598
[0,7,9,15,16]		97579.80740311916		88389.52635078598
[0,7,9,15,17]		103241.49814675593		88389.52635078598
[0,7,9,15,18]		95591.86556364747		88389.52635078598
[0,7,9,15,19]		99912.55802253317		88389.52635078598
[0,7,9,16,17]		101096.65889031804		88389.52635078598
[0,7,9,16,18]		96574.4601895184		88389.52635078598
[0,7,9,16,19]		98175.3328368866		88389.52635078598
[0,7,9,17,18]		99163.05458505519		88389.52635078598
[0,7,9,17,19]		103049.89960882667		88389.52635078598
[0,7,9,18,19]		95978.86324824621		88389.52635078598
[0,7,10,11,12]		99043.79327780365		88389.52635078598
[0,7,10,11,13]		101867.56604011821		88389.52635078598
[0,7,10,11,14]		93992.03420769681		88389.52635078598
[0,7,10,11,15]		99226.3236230398		88389.52635078598
[0,7,10,11,16]		99773.77698199509		88389.52635078598
[0,7,10,11,17]		102528.76698453125		88389.52635078598
[0,7,10,11,18]		98467.68962592765		88389.52635078598
[0,7,10,11,19]		97905.15573696114		88389.52635078598
[0,7,10,12,13]		100940.11221131573		88389.52635078598
[0,7,10,12,14]		93194.06513664259		88389.52635078598
[0,7,10,12,15]		98398.90187351752		88389.52635078598
[0,7,10,12,16]		99129.69054461768		88389.52635078598
[0,7,10,12,17]		101768.28650948907		88389.52635078598
[0,7,10,12,18]		100723.15762731279		88389.52635078598
[0,7,10,12,19]		97110.53772756278		88389.52635078598
[0,7,10,13,14]		97525.57941582284		88389.52635078598
[0,7,10,13,15]		102963.35776655977		88389.52635078598
[0,7,10,13,16]		101750.54380786835		88389.52635078598
[0,7,10,13,17]		106174.12532956507		88389.52635078598
[0,7,10,13,18]		99997.08813376352		88389.52635078598
[0,7,10,13,19]		101309.85458314032		88389.52635078598
[0,7,10,14,15]		96727.81778481598		88389.52635078598
[0,7,10,14,16]		94012.99809400443		88389.52635078598
[0,7,10,14,17]		98890.78484964643		88389.52635078598
[0,7,10,14,18]		92080.80834935317		88389.52635078598
[0,7,10,14,19]		93581.41815820674		88389.52635078598
[0,7,10,15,16]		99530.04143662396		88389.52635078598
[0,7,10,15,17]		104228.41643702435		88389.52635078598
[0,7,10,15,18]		97474.22991263377		88389.52635078598
[0,7,10,15,19]		99390.55241787009		88389.52635078598
[0,7,10,16,17]		102760.58923652576		88389.52635078598
[0,7,10,16,18]		98491.42538002497		88389.52635078598
[0,7,10,16,19]		98221.59165782652		88389.52635078598
[0,7,10,17,18]		100759.11524674445		88389.52635078598
[0,7,10,17,19]		102536.14528670654		88389.52635078598
[0,7,10,18,19]		96063.90994133789		88389.52635078598
[0,7,11,12,13]		106414.54498670557		88389.52635078598
[0,7,11,12,14]		98601.53048849839		88389.52635078598
[0,7,11,12,15]		103546.10829093876		88389.52635078598
[0,7,11,12,16]		103654.09928563968		88389.52635078598
[0,7,11,12,17]		107046.79549142378		88389.52635078598
[0,7,11,12,18]		106156.68316205661		88389.52635078598
[0,7,11,12,19]		95745.04208747047		88389.52635078598
[0,7,11,13,14]		102566.75665371103		88389.52635078598
[0,7,11,13,15]		107587.22031332708		88389.52635078598
[0,7,11,13,16]		105202.63745581519		88389.52635078598
[0,7,11,13,17]		110992.53089927099		88389.52635078598
[0,7,11,13,18]		105584.85926766894		88389.52635078598
[0,7,11,13,19]		98776.75700995684		88389.52635078598
[0,7,11,14,15]		101021.13180870266		88389.52635078598
[0,7,11,14,16]		97193.43175460072		88389.52635078598
[0,7,11,14,17]		103218.21005123065		88389.52635078598
[0,7,11,14,18]		97629.31709017919		88389.52635078598
[0,7,11,14,19]		90617.09897122107		88389.52635078598
[0,7,11,15,16]		102409.12067993917		88389.52635078598
[0,7,11,15,17]		108169.4522437855		88389.52635078598
[0,7,11,15,18]		102863.16829849913		88389.52635078598
[0,7,11,15,19]		96121.27065321984		88389.52635078598
[0,7,11,16,17]		105723.8442246189		88389.52635078598
[0,7,11,16,18]		103066.14651981051		88389.52635078598
[0,7,11,16,19]		96450.2301195744		88389.52635078598
[0,7,11,17,18]		106194.55155325314		88389.52635078598
[0,7,11,17,19]		99548.60878252538		88389.52635078598
[0,7,11,18,19]		95064.13586621908		88389.52635078598
[0,7,12,13,14]		100968.27988442351		88389.52635078598
[0,7,12,13,15]		105958.48226906924		88389.52635078598
[0,7,12,13,16]		104723.3169073121		88389.52635078598
[0,7,12,13,17]		109421.05344641658		88389.52635078598
[0,7,12,13,18]		108091.72203843706		88389.52635078598
[0,7,12,13,19]		97423.7745505049		88389.52635078598
[0,7,12,14,15]		99523.78822568046		88389.52635078598
[0,7,12,14,16]		96862.06091185921		88389.52635078598
[0,7,12,14,17]		101789.40349494306		88389.52635078598
[0,7,12,14,18]		100190.73888688762		88389.52635078598
[0,7,12,14,19]		89351.4190930671		88389.52635078598
[0,7,12,15,16]		101950.83995391807		88389.52635078598
[0,7,12,15,17]		106701.60539696958		88389.52635078598
[0,7,12,15,18]		105335.03112580997		88389.52635078598
[0,7,12,15,19]		94826.1380965978		88389.52635078598
[0,7,12,16,17]		105436.68655297234		88389.52635078598
[0,7,12,16,18]		104740.01310483029		88389.52635078598
[0,7,12,16,19]		95655.85725018514		88389.52635078598
[0,7,12,17,18]		108768.87835889996		88389.52635078598
[0,7,12,17,19]		98317.38633092877		88389.52635078598
[0,7,12,18,19]		97156.68355455366		88389.52635078598
[0,7,13,14,15]		107237.52737974869		88389.52635078598
[0,7,13,14,16]		99350.0634938035		88389.52635078598
[0,7,13,14,17]		109343.5206200975		88389.52635078598
[0,7,13,14,18]		99524.78646803403		88389.52635078598
[0,7,13,14,19]		93824.37891643614		88389.52635078598
[0,7,13,15,16]		104679.93980085592		88389.52635078598
[0,7,13,15,17]		114495.29486044773		88389.52635078598
[0,7,13,15,18]		104707.69916117514		88389.52635078598
[0,7,13,15,19]		99532.03953382879		88389.52635078598
[0,7,13,16,17]		108001.79591997933		88389.52635078598
[0,7,13,16,18]		103980.49378514846		88389.52635078598
[0,7,13,16,19]		98238.4838791069		88389.52635078598
[0,7,13,17,18]		108081.9212667085		88389.52635078598
[0,7,13,17,19]		102865.2720858955		88389.52635078598
[0,7,13,18,19]		96384.86928571032		88389.52635078598
[0,7,14,15,16]		98253.74711827638		88389.52635078598
[0,7,14,15,17]		108580.33049851502		88389.52635078598
[0,7,14,15,18]		98102.77240804918		88389.52635078598
[0,7,14,15,19]		93444.43200773167		88389.52635078598
[0,7,14,16,17]		100381.33501225708		88389.52635078598
[0,7,14,16,18]		95957.48238110042		88389.52635078598
[0,7,14,16,19]		90174.62978247834		88389.52635078598
[0,7,14,17,18]		100279.76289336118		88389.52635078598
[0,7,14,17,19]		95313.94064297757		88389.52635078598
[0,7,14,18,19]		88142.28111853532		88389.52635078598
[0,7,15,16,17]		105604.96389645869		88389.52635078598
[0,7,15,16,18]		101238.9647092867		88389.52635078598
[0,7,15,16,19]		95961.55539175363		88389.52635078598
[0,7,15,17,18]		105388.39116890987		88389.52635078598
[0,7,15,17,19]		100921.24283236137		88389.52635078598
[0,7,15,18,19]		93805.58494847169		88389.52635078598
[0,7,16,17,18]		104640.31200648009		88389.52635078598
[0,7,16,17,19]		99313.96679001486		88389.52635078598
[0,7,16,18,19]		94747.59138349358		88389.52635078598
[0,7,17,18,19]		97212.33388094178		88389.52635078598
[0,8,9,10,11]		108380.68253086788		88389.52635078598
[0,8,9,10,12]		128438.78744298896		88389.52635078598
[0,8,9,10,13]		111596.84914350318		88389.52635078598
[0,8,9,10,14]		115935.2581317814		88389.52635078598
[0,8,9,10,15]		126048.34618441529		88389.52635078598
[0,8,9,10,16]		131370.1777781547		88389.52635078598
[0,8,9,10,17]		104179.10861351299		88389.52635078598
[0,8,9,10,18]		125325.72592888697		88389.52635078598
[0,8,9,10,19]		142169.36124429177		88389.52635078598
[0,8,9,11,12]		106302.08551791457		88389.52635078598
[0,8,9,11,13]		106713.16976743106		88389.52635078598
[0,8,9,11,14]		96553.22463612675		88389.52635078598
[0,8,9,11,15]		103736.77503226836		88389.52635078598
[0,8,9,11,16]		106744.28444556946		88389.52635078598
[0,8,9,11,17]		101114.18001064904		88389.52635078598
[0,8,9,11,18]		105530.27431871888		88389.52635078598
[0,8,9,11,19]		107120.98959102985		88389.52635078598
[0,8,9,12,13]		107883.45621287443		88389.52635078598
[0,8,9,12,14]		104523.34546659782		88389.52635078598
[0,8,9,12,15]		113688.22735130874		88389.52635078598
[0,8,9,12,16]		125734.27694120581		88389.52635078598
[0,8,9,12,17]		99871.58450331423		88389.52635078598
[0,8,9,12,18]		126998.8589480702		88389.52635078598
[0,8,9,12,19]		125773.2005957735		88389.52635078598
[0,8,9,13,14]		102405.58465820672		88389.52635078598
[0,8,9,13,15]		108564.07186203764		88389.52635078598
[0,8,9,13,16]		108342.02995507863		88389.52635078598
[0,8,9,13,17]		105025.67685284441		88389.52635078598
[0,8,9,13,18]		106969.802834623		88389.52635078598
[0,8,9,13,19]		109996.54098725654		88389.52635078598
[0,8,9,14,15]		116730.61866898926		88389.52635078598
[0,8,9,14,16]		105665.69310786386		88389.52635078598
[0,8,9,14,17]		97440.80223044359		88389.52635078598
[0,8,9,14,18]		102052.98461681118		88389.52635078598
[0,8,9,14,19]		113663.8780490954		88389.52635078598
[0,8,9,15,16]		115641.60704825704		88389.52635078598
[0,8,9,15,17]		102981.88842490727		88389.52635078598
[0,8,9,15,18]		111713.53978119526		88389.52635078598
[0,8,9,15,19]		124896.22259460864		88389.52635078598
[0,8,9,16,17]		100740.71099686524		88389.52635078598
[0,8,9,16,18]		123737.97404306036		88389.52635078598
[0,8,9,16,19]		128842.99636700386		88389.52635078598
[0,8,9,17,18]		98888.34553889884		88389.52635078598
[0,8,9,17,19]		102729.14865826382		88389.52635078598
[0,8,9,18,19]		122939.87315976081		88389.52635078598
[0,8,10,11,12]		106683.88279560981		88389.52635078598
[0,8,10,11,13]		106660.44847022103		88389.52635078598
[0,8,10,11,14]		96544.00219693415		88389.52635078598
[0,8,10,11,15]		103626.03332036537		88389.52635078598
[0,8,10,11,16]		107403.18844848627		88389.52635078598
[0,8,10,11,17]		101020.28046458808		88389.52635078598
[0,8,10,11,18]		106042.91596340173		88389.52635078598
[0,8,10,11,19]		106407.56920258806		88389.52635078598
[0,8,10,12,13]		107804.5848625346		88389.52635078598
[0,8,10,12,14]		104474.56290867197		88389.52635078598
[0,8,10,12,15]		113567.95946930278		88389.52635078598
[0,8,10,12,16]		125869.3830617659		88389.52635078598
[0,8,10,12,17]		100310.89693801812		88389.52635078598
[0,8,10,12,18]		127044.15225084012		88389.52635078598
[0,8,10,12,19]		125266.45240061617		88389.52635078598
[0,8,10,13,14]		101621.7517531459		88389.52635078598
[0,8,10,13,15]		107715.3351195755		88389.52635078598
[0,8,10,13,16]		108611.91227682024		88389.52635078598
[0,8,10,13,17]		104827.45443250496		88389.52635078598
[0,8,10,13,18]		107093.42279813063		88389.52635078598
[0,8,10,13,19]		109173.47626966581		88389.52635078598
[0,8,10,14,15]		112951.69370321478		88389.52635078598
[0,8,10,14,16]		105965.66422201943		88389.52635078598
[0,8,10,14,17]		97178.03788898833		88389.52635078598
[0,8,10,14,18]		102206.69337273279		88389.52635078598
[0,8,10,14,19]		112176.68750371764		88389.52635078598
[0,8,10,15,16]		115870.0928383325		88389.52635078598
[0,8,10,15,17]		102656.65734581543		88389.52635078598
[0,8,10,15,18]		111795.76321303676		88389.52635078598
[0,8,10,15,19]		123442.71545930681		88389.52635078598
[0,8,10,16,17]		101458.64192703203		88389.52635078598
[0,8,10,16,18]		124123.63487107179		88389.52635078598
[0,8,10,16,19]		128497.15000972053		88389.52635078598
[0,8,10,17,18]		99460.01411083166		88389.52635078598
[0,8,10,17,19]		101881.91749871834		88389.52635078598
[0,8,10,18,19]		122554.42200091375		88389.52635078598
[0,8,11,12,13]		105547.04268370302		88389.52635078598
[0,8,11,12,14]		95633.37155354164		88389.52635078598
[0,8,11,12,15]		102520.8132487495		88389.52635078598
[0,8,11,12,16]		106901.90142299661		88389.52635078598
[0,8,11,12,17]		100201.5489621318		88389.52635078598
[0,8,11,12,18]		108355.7889576754		88389.52635078598
[0,8,11,12,19]		103952.86055057151		88389.52635078598
[0,8,11,13,14]		98416.7548969299		88389.52635078598
[0,8,11,13,15]		104576.95031182739		88389.52635078598
[0,8,11,13,16]		105606.03300082154		88389.52635078598
[0,8,11,13,17]		103702.43450113224		88389.52635078598
[0,8,11,13,18]		104865.61431936396		88389.52635078598
[0,8,11,13,19]		104104.61425208309		88389.52635078598
[0,8,11,14,15]		97283.55344573324		88389.52635078598
[0,8,11,14,16]		95457.87725999091		88389.52635078598
[0,8,11,14,17]		95656.02187482601		88389.52635078598
[0,8,11,14,18]		94752.06080862423		88389.52635078598
[0,8,11,14,19]		93853.17703779813		88389.52635078598
[0,8,11,15,16]		102569.42865051002		88389.52635078598
[0,8,11,15,17]		100836.30661500267		88389.52635078598
[0,8,11,15,18]		101841.6761947994		88389.52635078598
[0,8,11,15,19]		101378.04291311602		88389.52635078598
[0,8,11,16,17]		100291.6344488096		88389.52635078598
[0,8,11,16,18]		106243.21729503662		88389.52635078598
[0,8,11,16,19]		104616.9665360676		88389.52635078598
[0,8,11,17,18]		99580.42345880097		88389.52635078598
[0,8,11,17,19]		98413.5223850304		88389.52635078598
[0,8,11,18,19]		103223.02009943784		88389.52635078598
[0,8,12,13,14]		99440.71131647992		88389.52635078598
[0,8,12,13,15]		105402.85269432623		88389.52635078598
[0,8,12,13,16]		107540.78022376832		88389.52635078598
[0,8,12,13,17]		102260.64741292904		88389.52635078598
[0,8,12,13,18]		110138.45415023965		88389.52635078598
[0,8,12,13,19]		104793.38039975928		88389.52635078598
[0,8,12,14,15]		104208.9993114161		88389.52635078598
[0,8,12,14,16]		103345.55588793509		88389.52635078598
[0,8,12,14,17]		94345.62924785847		88389.52635078598
[0,8,12,14,18]		106051.44545116715		88389.52635078598
[0,8,12,14,19]		100444.0618213852		88389.52635078598
[0,8,12,15,16]		112552.02393413876		88389.52635078598
[0,8,12,15,17]		99496.46130956705		88389.52635078598
[0,8,12,15,18]		115323.32902723423		88389.52635078598
[0,8,12,15,19]		110590.97957918588		88389.52635078598
[0,8,12,16,17]		99734.3229201902		88389.52635078598
[0,8,12,16,18]		126852.35868541224		88389.52635078598
[0,8,12,16,19]		122113.01524366967		88389.52635078598
[0,8,12,17,18]		101876.19744294221		88389.52635078598
[0,8,12,17,19]		97291.20788722747		88389.52635078598
[0,8,12,18,19]		123335.47910484878		88389.52635078598
[0,8,13,14,15]		103583.70351515847		88389.52635078598
[0,8,13,14,16]		99101.9658261676		88389.52635078598
[0,8,13,14,17]		99891.74208210895		88389.52635078598
[0,8,13,14,18]		98330.26892854075		88389.52635078598
[0,8,13,14,19]		98615.10861392869		88389.52635078598
[0,8,13,15,16]		105389.46927332894		88389.52635078598
[0,8,13,15,17]		105275.51575767956		88389.52635078598
[0,8,13,15,18]		104454.8938520264		88389.52635078598
[0,8,13,15,19]		105133.81978750034		88389.52635078598
[0,8,13,16,17]		102429.66902172666		88389.52635078598
[0,8,13,16,18]		107052.5698423261		88389.52635078598
[0,8,13,16,19]		105574.5815508015		88389.52635078598
[0,8,13,17,18]		101271.08971368067		88389.52635078598
[0,8,13,17,19]		101917.5510844326		88389.52635078598
[0,8,13,18,19]		104002.26609856276		88389.52635078598
[0,8,14,15,16]		104636.43627736824		88389.52635078598
[0,8,14,15,17]		99124.55432611878		88389.52635078598
[0,8,14,15,18]		102270.92498489356		88389.52635078598
[0,8,14,15,19]		110419.77717206057		88389.52635078598
[0,8,14,16,17]		94523.15221746526		88389.52635078598
[0,8,14,16,18]		101966.19204107401		88389.52635078598
[0,8,14,16,19]		102035.74913116248		88389.52635078598
[0,8,14,17,18]		93185.83883887288		88389.52635078598
[0,8,14,17,19]		94180.28589155292		88389.52635078598
[0,8,14,18,19]		98406.7534930582		88389.52635078598
[0,8,15,16,17]		99986.19088491845		88389.52635078598
[0,8,15,16,18]		111560.90930766542		88389.52635078598
[0,8,15,16,19]		112866.98668497217		88389.52635078598
[0,8,15,17,18]		98525.25572698715		88389.52635078598
[0,8,15,17,19]		100069.72597955618		88389.52635078598
[0,8,15,18,19]		108738.8310861273		88389.52635078598
[0,8,16,17,18]		99090.36862745738		88389.52635078598
[0,8,16,17,19]		98412.82661299797		88389.52635078598
[0,8,16,18,19]		120260.28725103918		88389.52635078598
[0,8,17,18,19]		96360.37282324849		88389.52635078598
[0,9,10,11,12]		105318.44678638928		88389.52635078598
[0,9,10,11,13]		105111.2513874145		88389.52635078598
[0,9,10,11,14]		94896.69187352301		88389.52635078598
[0,9,10,11,15]		101990.71394447864		88389.52635078598
[0,9,10,11,16]		105865.3789869138		88389.52635078598
[0,9,10,11,17]		99415.69094173113		88389.52635078598
[0,9,10,11,18]		104428.12994581152		88389.52635078598
[0,9,10,11,19]		106114.55711555417		88389.52635078598
[0,9,10,12,13]		106361.54807711557		88389.52635078598
[0,9,10,12,14]		102862.45817283506		88389.52635078598
[0,9,10,12,15]		111912.28199698623		88389.52635078598
[0,9,10,12,16]		124274.19556590504		88389.52635078598
[0,9,10,12,17]		98774.5512418957		88389.52635078598
[0,9,10,12,18]		125362.00758451971		88389.52635078598
[0,9,10,12,19]		124951.87639644119		88389.52635078598
[0,9,10,13,14]		99960.23354621312		88389.52635078598
[0,9,10,13,15]		106029.19242485805		88389.52635078598
[0,9,10,13,16]		106996.50203904927		88389.52635078598
[0,9,10,13,17]		103131.78887513209		88389.52635078598
[0,9,10,13,18]		105401.03600434196		88389.52635078598
[0,9,10,13,19]		108733.23383312207		88389.52635078598
[0,9,10,14,15]		111272.46505760378		88389.52635078598
[0,9,10,14,16]		104181.18603383059		88389.52635078598
[0,9,10,14,17]		95522.76719353291		88389.52635078598
[0,9,10,14,18]		100345.23862852622		88389.52635078598
[0,9,10,14,19]		112020.70213281122		88389.52635078598
[0,9,10,15,16]		114042.04191366401		88389.52635078598
[0,9,10,15,17]		100960.32301481681		88389.52635078598
[0,9,10,15,18]		109890.73573235056		88389.52635078598
[0,9,10,15,19]		123122.13798612947		88389.52635078598
[0,9,10,16,17]		99749.92277855767		88389.52635078598
[0,9,10,16,18]		122240.00229406136		88389.52635078598
[0,9,10,16,19]		127963.41368105404		88389.52635078598
[0,9,10,17,18]		97674.31840633959		88389.52635078598
[0,9,10,17,19]		101636.10432956781		88389.52635078598
[0,9,10,18,19]		121999.89246348606		88389.52635078598
[0,9,11,12,13]		103066.35213323729		88389.52635078598
[0,9,11,12,14]		93047.40577238474		88389.52635078598
[0,9,11,12,15]		99883.0712950057		88389.52635078598
[0,9,11,12,16]		104955.34635592673		88389.52635078598
[0,9,11,12,17]		97663.95416432215		88389.52635078598
[0,9,11,12,18]		105950.63926833877		88389.52635078598
[0,9,11,12,19]		103773.06851049785		88389.52635078598
[0,9,11,13,14]		95654.41499142924		88389.52635078598
[0,9,11,13,15]		101762.83423373986		88389.52635078598
[0,9,11,13,16]		103555.01676846034		88389.52635078598
[0,9,11,13,17]		100987.01878403132		88389.52635078598
[0,9,11,13,18]		102287.59140546236		88389.52635078598
[0,9,11,13,19]		103743.4967242936		88389.52635078598
[0,9,11,14,15]		94640.02096148206		88389.52635078598
[0,9,11,14,16]		93301.58579693853		88389.52635078598
[0,9,11,14,17]		92962.60616131345		88389.52635078598
[0,9,11,14,18]		92068.76266403144		88389.52635078598
[0,9,11,14,19]		93812.93942556923		88389.52635078598
[0,9,11,15,16]		100361.36101487074		88389.52635078598
[0,9,11,15,17]		98076.5271728869		88389.52635078598
[0,9,11,15,18]		99106.60187761972		88389.52635078598
[0,9,11,15,19]		101171.20435645638		88389.52635078598
[0,9,11,16,17]		98183.71396910447		88389.52635078598
[0,9,11,16,18]		104037.19082963609		88389.52635078598
[0,9,11,16,19]		104332.27911682843		88389.52635078598
[0,9,11,17,18]		96945.49629755545		88389.52635078598
[0,9,11,17,19]		98215.28827074467		88389.52635078598
[0,9,11,18,19]		102794.31688130781		88389.52635078598
[0,9,12,13,14]		96565.12120060292		88389.52635078598
[0,9,12,13,15]		102438.8709705533		88389.52635078598
[0,9,12,13,16]		105175.52290851048		88389.52635078598
[0,9,12,13,17]		99494.51610226039		88389.52635078598
[0,9,12,13,18]		107314.60221271505		88389.52635078598
[0,9,12,13,19]		104466.42832578486		88389.52635078598
[0,9,12,14,15]		100566.2822602198		88389.52635078598
[0,9,12,14,16]		100552.58194081677		88389.52635078598
[0,9,12,14,17]		91575.93517655788		88389.52635078598
[0,9,12,14,18]		102351.42217071666		88389.52635078598
[0,9,12,14,19]		100403.37565520791		88389.52635078598
[0,9,12,15,16]		109685.93323766513		88389.52635078598
[0,9,12,15,17]		96660.40350966327		88389.52635078598
[0,9,12,15,18]		111573.20262833577		88389.52635078598
[0,9,12,15,19]		110383.69246857788		88389.52635078598
[0,9,12,16,17]		97477.88588058183		88389.52635078598
[0,9,12,16,18]		123984.62703399055		88389.52635078598
[0,9,12,16,19]		121798.51863144025		88389.52635078598
[0,9,12,17,18]		99161.1657810671		88389.52635078598
[0,9,12,17,19]		97158.6094902816		88389.52635078598
[0,9,12,18,19]		122925.47944409322		88389.52635078598
[0,9,13,14,15]		100172.78045055264		88389.52635078598
[0,9,13,14,16]		96656.0500283951		88389.52635078598
[0,9,13,14,17]		96608.8540370799		88389.52635078598
[0,9,13,14,18]		95357.34644922789		88389.52635078598
[0,9,13,14,19]		98427.71096779901		88389.52635078598
[0,9,13,15,16]		102855.16186766054		88389.52635078598
[0,9,13,15,17]		101926.2639840473		88389.52635078598
[0,9,13,15,18]		101393.57976481758		88389.52635078598
[0,9,13,15,19]		104779.82119693994		88389.52635078598
[0,9,13,16,17]		100093.2120291625		88389.52635078598
[0,9,13,16,18]		104427.84112873761		88389.52635078598
[0,9,13,16,19]		105142.73409766158		88389.52635078598
[0,9,13,17,18]		98407.62603957613		88389.52635078598
[0,9,13,17,19]		101604.72403750895		88389.52635078598
[0,9,13,18,19]		103426.40284653196		88389.52635078598
[0,9,14,15,16]		101848.83462443449		88389.52635078598
[0,9,14,15,17]		95940.30672787243		88389.52635078598
[0,9,14,15,18]		98530.87557026139		88389.52635078598
[0,9,14,15,19]		110216.0092319616		88389.52635078598
[0,9,14,16,17]		92183.13246426919		88389.52635078598
[0,9,14,16,18]		98913.74669562507		88389.52635078598
[0,9,14,16,19]		101890.16758581968		88389.52635078598
[0,9,14,17,18]		90318.8124041364		88389.52635078598
[0,9,14,17,19]		94188.02733122482		88389.52635078598
[0,9,14,18,19]		98117.15614882454		88389.52635078598
[0,9,15,16,17]		97579.80740311916		88389.52635078598
[0,9,15,16,18]		108435.34721286112		88389.52635078598
[0,9,15,16,19]		112554.80419519868		88389.52635078598
[0,9,15,17,18]		95591.86556364747		88389.52635078598
[0,9,15,17,19]		99912.5580225332		88389.52635078598
[0,9,15,18,19]		108282.63279746294		88389.52635078598
[0,9,16,17,18]		96574.46018951837		88389.52635078598
[0,9,16,17,19]		98175.3328368866		88389.52635078598
[0,9,16,18,19]		119695.80412958599		88389.52635078598
[0,9,17,18,19]		95978.86324824621		88389.52635078598
[0,10,11,12,13]		104525.50002637217		88389.52635078598
[0,10,11,12,14]		94621.4939947129		88389.52635078598
[0,10,11,12,15]		101529.70805214405		88389.52635078598
[0,10,11,12,16]		106594.95965993976		88389.52635078598
[0,10,11,12,17]		99043.79327780362		88389.52635078598
[0,10,11,12,18]		107500.43975456164		88389.52635078598
[0,10,11,12,19]		103821.2305892768		88389.52635078598
[0,10,11,13,14]		96729.78966949088		88389.52635078598
[0,10,11,13,15]		102910.7574466117		88389.52635078598
[0,10,11,13,16]		105224.38856100437		88389.52635078598
[0,10,11,13,17]		101867.5660401182		88389.52635078598
[0,10,11,13,18]		103889.09351348793		88389.52635078598
[0,10,11,13,19]		103600.56280348389		88389.52635078598
[0,10,11,14,15]		95585.79422649172		88389.52635078598
[0,10,11,14,16]		95085.89791867587		88389.52635078598
[0,10,11,14,17]		93992.0342076968		88389.52635078598
[0,10,11,14,18]		93785.20510125029		88389.52635078598
[0,10,11,14,19]		93413.05681654986		88389.52635078598
[0,10,11,15,16]		102218.22167141821		88389.52635078598
[0,10,11,15,17]		99226.32362303982		88389.52635078598
[0,10,11,15,18]		100895.59284964873		88389.52635078598
[0,10,11,15,19]		100858.72138974734		88389.52635078598
[0,10,11,16,17]		99773.77698199509		88389.52635078598
[0,10,11,16,18]		105941.9646601199		88389.52635078598
[0,10,11,16,19]		104474.77177926611		88389.52635078598
[0,10,11,17,18]		98467.68962592763		88389.52635078598
[0,10,11,17,19]		97905.15573696111		88389.52635078598
[0,10,11,18,19]		102975.59741589727		88389.52635078598
[0,10,12,13,14]		97737.658041043		88389.52635078598
[0,10,12,13,15]		103720.5717811126		88389.52635078598
[0,10,12,13,16]		106542.20012475227		88389.52635078598
[0,10,12,13,17]		100940.11221131573		88389.52635078598
[0,10,12,13,18]		108591.46661116669		88389.52635078598
[0,10,12,13,19]		104580.43494523007		88389.52635078598
[0,10,12,14,15]		101894.95037980816		88389.52635078598
[0,10,12,14,16]		102226.34839588609		88389.52635078598
[0,10,12,14,17]		93194.0651366426		88389.52635078598
[0,10,12,14,18]		103935.37580799582		88389.52635078598
[0,10,12,14,19]		100300.31919082621		88389.52635078598
[0,10,12,15,16]		111462.32729105269		88389.52635078598
[0,10,12,15,17]		98398.90187351755		88389.52635078598
[0,10,12,15,18]		113259.7838639332		88389.52635078598
[0,10,12,15,19]		110368.0356465065		88389.52635078598
[0,10,12,16,17]		99129.69054461767		88389.52635078598
[0,10,12,16,18]		125713.84583988044		88389.52635078598
[0,10,12,16,19]		121969.61868599076		88389.52635078598
[0,10,12,17,18]		100723.15762731279		88389.52635078598
[0,10,12,17,19]		97110.53772756277		88389.52635078598
[0,10,12,18,19]		123133.32354643273		88389.52635078598
[0,10,13,14,15]		100496.63305102475		88389.52635078598
[0,10,13,14,16]		98110.45771510422		88389.52635078598
[0,10,13,14,17]		97525.57941582282		88389.52635078598
[0,10,13,14,18]		96743.88445141853		88389.52635078598
[0,10,13,14,19]		98029.53388412789		88389.52635078598
[0,10,13,15,16]		104418.73352448885		88389.52635078598
[0,10,13,15,17]		102963.3577665598		88389.52635078598
[0,10,13,15,18]		102889.28173712743		88389.52635078598
[0,10,13,15,19]		104469.04375557919		88389.52635078598
[0,10,13,16,17]		101750.54380786835		88389.52635078598
[0,10,13,16,18]		106059.67887145016		88389.52635078598
[0,10,13,16,19]		105351.0713007655		88389.52635078598
[0,10,13,17,18]		99997.08813376352		88389.52635078598
[0,10,13,17,19]		101309.85458314032		88389.52635078598
[0,10,13,18,19]		103673.52792178765		88389.52635078598
[0,10,14,15,16]		103459.37359029187		88389.52635078598
[0,10,14,15,17]		96727.81778481598		88389.52635078598
[0,10,14,15,18]		100073.54485160028		88389.52635078598
[0,10,14,15,19]		109276.98587002099		88389.52635078598
[0,10,14,16,17]		94012.99809400442		88389.52635078598
[0,10,14,16,18]		100852.67367716515		88389.52635078598
[0,10,14,16,19]		101881.44170509669		88389.52635078598
[0,10,14,17,18]		92080.80834935317		88389.52635078598
